timestamp,csf_c,csf_2_c,cart_out_c,cart_in_c,heat_ex_c,heat_ex_2_c,temp_7_c,temp_8_c,set_temperature_c,peristaltic_pump_set_speed_rpm,compressor_cooling
2026-06-12T13:39:38.222970,32.958,36.235,19.100,24.600,4.200,37.143,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:38.322374,32.856,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:38.422406,32.856,36.235,19.100,24.700,4.200,37.143,37.120,24.829,32.000,0.00,0
2026-06-12T13:39:38.522839,32.856,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:38.623045,32.856,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:38.722415,32.856,36.235,19.100,24.600,4.200,37.143,37.120,24.829,32.000,0.00,0
2026-06-12T13:39:38.823246,32.856,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:38.922915,32.958,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.022636,32.958,36.235,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.122596,32.958,36.134,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.223166,32.958,36.134,19.100,24.700,4.200,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.322691,32.958,36.134,19.100,24.700,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.423037,32.958,36.235,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.522313,32.958,36.134,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.622595,32.958,36.134,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.723157,32.958,36.134,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.822810,32.958,36.134,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:39.922510,33.060,36.235,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.022706,32.958,36.235,19.100,24.600,4.300,37.143,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.122681,32.958,36.134,19.100,24.700,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.223390,32.958,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.322523,33.060,36.134,19.100,24.600,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.423234,33.060,36.235,19.100,24.700,4.200,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.523173,32.958,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.623233,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.723073,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.823222,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:40.922601,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.022767,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.122890,33.060,36.235,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.223313,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.323285,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.422601,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.522868,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.622787,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.723295,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.822905,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:41.923043,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:42.022632,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.122778,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.222626,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.323240,33.060,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.422763,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.523076,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
2026-06-12T13:39:42.623016,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.943,32.000,0.00,0
2026-06-12T13:39:42.722575,33.163,36.134,19.100,24.600,4.300,37.041,37.221,24.829,32.000,0.00,0
